geo_lat,geo_lon,met_rh,met_temp,model_pm_pm1,model_pm_pm10,model_pm_pm25,pm1,pm10,pm25,sn,timestamp,timestamp_local,url
5.65136,-0.18566,71.1,30.23,9434,9436,9435,23.785,105.589,30.356,MOD-PM-01068,2023-11-16T07:43:51,2023-11-16T07:43:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418697547
5.65136,-0.18566,71.25,30.2,9434,9436,9435,31.876,97.125,37.66,MOD-PM-01068,2023-11-16T07:42:51,2023-11-16T07:42:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418697546
5.65136,-0.18566,71.5,30.17,9434,9436,9435,30.669,113.415,36.424,MOD-PM-01068,2023-11-16T07:41:51,2023-11-16T07:41:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418697543
5.65136,-0.18566,71.43,30.14,9434,9436,9435,30.255,93.738,35.642,MOD-PM-01068,2023-11-16T07:40:51,2023-11-16T07:40:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418697544
5.65136,-0.18566,71.36,30.11,9434,9436,9435,25.375,91.358,31.401,MOD-PM-01068,2023-11-16T07:39:51,2023-11-16T07:39:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418697545
5.65136,-0.18566,71.58,30.08,9434,9436,9435,24.532,124.489,30.569,MOD-PM-01068,2023-11-16T07:38:51,2023-11-16T07:38:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418680969
5.65136,-0.18566,71.54,30.04,9434,9436,9435,23.672,109.243,29.792,MOD-PM-01068,2023-11-16T07:37:51,2023-11-16T07:37:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418680963
5.65136,-0.18566,71.99,30.01,9434,9436,9435,24.018,119.144,30.122,MOD-PM-01068,2023-11-16T07:36:51,2023-11-16T07:36:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418680961
5.65136,-0.18566,72.08,29.96,9434,9436,9435,24.672,116.252,30.715,MOD-PM-01068,2023-11-16T07:35:51,2023-11-16T07:35:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418680966
5.65136,-0.18566,72.23,29.92,9434,9436,9435,25.761,69.707,31.591,MOD-PM-01068,2023-11-16T07:34:51,2023-11-16T07:34:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418668563
5.65136,-0.18566,72.35,29.86,9434,9436,9435,34.013,88.098,40.464,MOD-PM-01068,2023-11-16T07:33:51,2023-11-16T07:33:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418668567
5.65136,-0.18566,72.58,29.83,9434,9436,9435,33.371,74.864,39.539,MOD-PM-01068,2023-11-16T07:32:51,2023-11-16T07:32:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418668565
5.65136,-0.18566,72.66,29.8,9434,9436,9435,26.315,150.287,32.754,MOD-PM-01068,2023-11-16T07:31:51,2023-11-16T07:31:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418668564
5.65136,-0.18566,73.04,29.75,9434,9436,9435,29.017,83.684,35.591,MOD-PM-01068,2023-11-16T07:30:51,2023-11-16T07:30:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418668566
5.65136,-0.18566,72.97,29.72,9434,9436,9435,28.252,115.791,35.127,MOD-PM-01068,2023-11-16T07:29:51,2023-11-16T07:29:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418667918
5.65136,-0.18566,72.97,29.68,9434,9436,9435,29.519,91.451,35.977,MOD-PM-01068,2023-11-16T07:28:51,2023-11-16T07:28:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418667917
5.65136,-0.18566,73.09,29.66,9434,9436,9435,26.901,100.718,34.102,MOD-PM-01068,2023-11-16T07:27:51,2023-11-16T07:27:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418667914
5.65136,-0.18566,73.08,29.63,9434,9436,9435,27.373,95.585,34.739,MOD-PM-01068,2023-11-16T07:26:51,2023-11-16T07:26:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418667915
5.65136,-0.18566,73,29.61,9434,9436,9435,24.899,72.917,30.85,MOD-PM-01068,2023-11-16T07:25:51,2023-11-16T07:25:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418667916
5.65136,-0.18566,73.03,29.59,9434,9436,9435,27.112,90.037,32.913,MOD-PM-01068,2023-11-16T07:24:51,2023-11-16T07:24:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418666341
5.65136,-0.18566,73.22,29.57,9434,9436,9435,24.739,110.931,31.411,MOD-PM-01068,2023-11-16T07:23:51,2023-11-16T07:23:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418666339
5.65136,-0.18566,73.24,29.55,9434,9436,9435,26.439,114.324,32.571,MOD-PM-01068,2023-11-16T07:22:51,2023-11-16T07:22:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418666338
5.65136,-0.18566,73.15,29.54,9434,9436,9435,23.663,117.401,30.084,MOD-PM-01068,2023-11-16T07:21:51,2023-11-16T07:21:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418666340
5.65136,-0.18566,73.27,29.53,9434,9436,9435,24.118,108.788,30.603,MOD-PM-01068,2023-11-16T07:20:51,2023-11-16T07:20:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418666337
5.65136,-0.18566,73.28,29.51,9434,9436,9435,23.973,120.508,31.189,MOD-PM-01068,2023-11-16T07:19:51,2023-11-16T07:19:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418664545
5.65136,-0.18566,73.56,29.5,9434,9436,9435,26.106,122.979,32.934,MOD-PM-01068,2023-11-16T07:18:51,2023-11-16T07:18:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418664546
5.65136,-0.18566,73.6,29.48,9434,9436,9435,24.219,116.234,30.609,MOD-PM-01068,2023-11-16T07:17:51,2023-11-16T07:17:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418664547
5.65136,-0.18566,73.69,29.46,9434,9436,9435,35.933,80.245,42.453,MOD-PM-01068,2023-11-16T07:16:51,2023-11-16T07:16:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418664544
5.65136,-0.18566,73.75,29.43,9434,9436,9435,44.349,156.354,50.835,MOD-PM-01068,2023-11-16T07:15:51,2023-11-16T07:15:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418661834
5.65136,-0.18566,73.75,29.42,9434,9436,9435,38.871,117.781,45.391,MOD-PM-01068,2023-11-16T07:14:51,2023-11-16T07:14:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418661832
5.65136,-0.18566,74.04,29.4,9434,9436,9435,36.688,89.594,43.055,MOD-PM-01068,2023-11-16T07:13:51,2023-11-16T07:13:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418661833
5.65136,-0.18566,74.09,29.37,9434,9436,9435,32.163,85.738,39.145,MOD-PM-01068,2023-11-16T07:12:51,2023-11-16T07:12:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418661830
5.65136,-0.18566,74.1,29.35,9434,9436,9435,20.541,95.614,27.226,MOD-PM-01068,2023-11-16T07:11:51,2023-11-16T07:11:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418661831
5.65136,-0.18566,74.16,29.33,9434,9436,9435,29.853,141.367,36.257,MOD-PM-01068,2023-11-16T07:10:51,2023-11-16T07:10:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418657546
5.65136,-0.18566,74.39,29.31,9434,9436,9435,29.788,109.357,36.551,MOD-PM-01068,2023-11-16T07:09:51,2023-11-16T07:09:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418657545
5.65136,-0.18566,74.36,29.28,9434,9436,9435,31.293,117.124,37.713,MOD-PM-01068,2023-11-16T07:08:51,2023-11-16T07:08:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418657544
5.65136,-0.18566,74.33,29.25,9434,9436,9435,29.804,113.688,36.565,MOD-PM-01068,2023-11-16T07:07:51,2023-11-16T07:07:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418657543
5.65136,-0.18566,74.62,29.24,9434,9436,9435,30.047,88.695,36.713,MOD-PM-01068,2023-11-16T07:06:51,2023-11-16T07:06:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418647199
5.65136,-0.18566,74.75,29.21,9434,9436,9435,29.438,148.743,36.099,MOD-PM-01068,2023-11-16T07:05:51,2023-11-16T07:05:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418647197
5.65136,-0.18566,74.57,29.19,9434,9436,9435,26.434,76.106,32.818,MOD-PM-01068,2023-11-16T07:04:51,2023-11-16T07:04:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418647196
5.65136,-0.18566,74.8,29.17,9434,9436,9435,27.591,115.768,34.764,MOD-PM-01068,2023-11-16T07:03:51,2023-11-16T07:03:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418647198
5.65136,-0.18566,74.91,29.14,9434,9436,9435,28.676,133.344,35.053,MOD-PM-01068,2023-11-16T07:02:51,2023-11-16T07:02:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418647195
5.65136,-0.18566,74.97,29.11,9434,9436,9435,26.936,80.332,33.248,MOD-PM-01068,2023-11-16T07:01:51,2023-11-16T07:01:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418641880
5.65136,-0.18566,74.9,29.08,9434,9436,9435,26.849,95.601,33.459,MOD-PM-01068,2023-11-16T07:00:51,2023-11-16T07:00:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418641883
5.65136,-0.18566,74.99,29.06,9434,9436,9435,28.078,110.792,34.984,MOD-PM-01068,2023-11-16T06:59:51,2023-11-16T06:59:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418641885
5.65136,-0.18566,75.07,29.03,9434,9436,9435,26.233,104.054,34.075,MOD-PM-01068,2023-11-16T06:58:51,2023-11-16T06:58:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418641881
5.65136,-0.18566,75.1,29.01,9434,9436,9435,24.911,61.896,31.133,MOD-PM-01068,2023-11-16T06:57:51,2023-11-16T06:57:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418641884
5.65136,-0.18566,75.52,28.98,9434,9436,9435,27.202,75.824,34.064,MOD-PM-01068,2023-11-16T06:56:50,2023-11-16T06:56:50,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418640915
5.65136,-0.18566,75.78,28.94,9434,9436,9435,29.069,98.27,36.531,MOD-PM-01068,2023-11-16T06:55:50,2023-11-16T06:55:50,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418640913
5.65136,-0.18566,75.89,28.92,9434,9436,9435,28.713,126.039,36.006,MOD-PM-01068,2023-11-16T06:54:50,2023-11-16T06:54:50,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/418640910
5.65136,-0.18566,38.67,31.39,9434,9436,9435,11.679,68.906,18.514,MOD-PM-01068,2023-11-17T10:54:06,2023-11-17T10:54:06,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/419403298
5.65136,-0.18566,38.15,31.6,9434,9436,9435,11.316,66.397,18.204,MOD-PM-01068,2023-11-17T10:53:10,2023-11-17T10:53:10,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/419403301
5.65136,-0.18566,37.94,31.86,9434,9436,9435,11.762,106.92,18.962,MOD-PM-01068,2023-11-17T10:52:06,2023-11-17T10:52:06,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/419403297
5.65136,-0.18566,37.56,32.17,9434,9436,9435,12.97,132.137,21.208,MOD-PM-01068,2023-11-17T10:51:06,2023-11-17T10:51:06,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/419403300
5.65136,-0.18566,36.66,32.54,9434,9436,9435,11.819,54.4,19.926,MOD-PM-01068,2023-11-17T10:50:06,2023-11-17T10:50:06,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/419403299
5.65136,-0.18566,31.85,35.04,9434,9436,9435,11.704,65.957,18.683,MOD-PM-01068,2023-11-17T10:33:53,2023-11-17T10:33:53,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/419391362
5.65136,-0.18566,31.39,35.33,9434,9436,9435,12.517,117.327,19.957,MOD-PM-01068,2023-11-17T10:32:53,2023-11-17T10:32:53,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/419391361
5.65136,-0.18566,31.14,35.62,9434,9436,9435,12.979,107.647,21.001,MOD-PM-01068,2023-11-17T10:31:50,2023-11-17T10:31:50,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/419391358
5.65136,-0.18566,30.51,35.91,9434,9436,9435,12.128,55.094,18.588,MOD-PM-01068,2023-11-17T10:30:53,2023-11-17T10:30:53,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/419391359
5.65136,-0.18566,30.14,36.23,9434,9436,9435,12.111,49.776,19.42,MOD-PM-01068,2023-11-17T10:29:52,2023-11-17T10:29:52,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/419391360
5.65136,-0.18566,29.61,36.55,9434,9436,9435,12.296,80.868,19.514,MOD-PM-01068,2023-11-17T10:28:51,2023-11-17T10:28:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/419387410
5.65136,-0.18566,29.11,36.89,9434,9436,9435,10.895,96.943,18.672,MOD-PM-01068,2023-11-17T10:27:50,2023-11-17T10:27:50,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/419387414
5.65136,-0.18566,28.55,37.22,9434,9436,9435,11.42,80.999,18.098,MOD-PM-01068,2023-11-17T10:26:50,2023-11-17T10:26:50,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/419387412
5.65136,-0.18566,28.1,37.64,9434,9436,9435,11.4,60.632,17.53,MOD-PM-01068,2023-11-17T10:25:52,2023-11-17T10:25:52,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/419387413
5.65136,-0.18566,27.47,38.08,9434,9436,9435,11.812,76.453,17.771,MOD-PM-01068,2023-11-17T10:24:49,2023-11-17T10:24:49,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/419387411
5.65136,-0.18566,75.9,28.92,9434,9436,9435,3.394,26.633,5.092,MOD-PM-01068,2023-11-16T23:39:51,2023-11-16T23:39:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/419382786
5.65136,-0.18566,75.92,28.93,9434,9436,9435,3.894,27.01,5.673,MOD-PM-01068,2023-11-16T23:38:51,2023-11-16T23:38:51,https://api.quant-aq.com/device-api/v1/devices/MOD-PM-01068/data/419382789
