val.hmd,val.tmp,val.bar.pA,rec,ver,tag
62.1,32.7,100.193,2023-11-30T09:26:15Z,1,scs-bgx-868
61.8,32.6,100.194,2023-11-30T09:27:15Z,1,scs-bgx-868
62,32.7,100.192,2023-11-30T09:28:15Z,1,scs-bgx-868
62.8,32.7,100.193,2023-11-30T09:29:15Z,1,scs-bgx-868
61.8,32.8,100.191,2023-11-30T09:30:15Z,1,scs-bgx-868
61.5,32.9,100.192,2023-11-30T09:31:15Z,1,scs-bgx-868
61.6,32.8,100.192,2023-11-30T09:32:15Z,1,scs-bgx-868
61.7,33.1,100.192,2023-11-30T09:33:15Z,1,scs-bgx-868
61.3,33.1,100.191,2023-11-30T09:34:15Z,1,scs-bgx-868
61.4,33.1,100.191,2023-11-30T09:35:15Z,1,scs-bgx-868
61.8,32.6,100.184,2023-11-30T09:36:15Z,1,scs-bgx-868
61.2,33,100.188,2023-11-30T09:37:15Z,1,scs-bgx-868
61.3,32.9,100.19,2023-11-30T09:38:15Z,1,scs-bgx-868
61.2,33,100.191,2023-11-30T09:39:15Z,1,scs-bgx-868
